gene	n_sections_tested	n_sections_fdr_lt_0_05	n_sections_auc_gt_0_60	median_log2fc	max_log2fc	median_auc	max_auc	median_pct_positive_icaf	median_pct_positive_other	min_fdr	top_section	top_section_fdr
POMC	8	1	0	-0.05142751633897266	4.18692546840288	0.49784871988193247	0.5771650447262361	0.01884747554850648	0.011038725381645173	0.03863597778821648	IU_PDA_T6	0.03863597778821648
DDX23	8	1	1	-0.05151023579636961	0.9227964761862515	0.5108635831204961	0.631156001179593	0.28876319758672697	0.3252417312973419	5.641306921641015e-06	IU_PDA_T3	5.641306921641015e-06
NFE2L1	8	1	1	-0.051811090742628324	0.6312987165152395	0.4766947218669191	0.6862282512533177	0.35618556701030923	0.41697287365861985	0.0031392709888763107	IU_PDA_T3	0.0031392709888763107
DCTN1	8	1	0	-0.05185957555434257	0.3912895067297205	0.4809103428223781	0.5689440169806315	0.3237113402061856	0.3449138907949182	0.006816728883227254	IU_PDA_T3	0.006816728883227254
ANKS6	8	1	0	-0.051876594977403254	1.6422451806121936	0.4892330210621762	0.561535436940922	0.07962962962962963	0.08594231762870276	0.040568923333352234	IU_PDA_T3	0.040568923333352234
LSM14A	8	1	1	-0.05190173348524266	0.2275457568853525	0.47487968571701683	0.6149365968740784	0.209106529209622	0.2885136875126808	0.03652196919625794	IU_PDA_T3	0.03652196919625794
GPR153	8	1	0	-0.051979816821080445	0.27011710850447934	0.48902353557290945	0.5211992570973734	0.06725146198830409	0.11090417704157615	3.628687432457838e-15	IU_PDA_T3	3.628687432457838e-15
STARD3	8	1	0	-0.0520392025955496	1.0717278860722386	0.4982847869786693	0.5505750516071956	0.12252180808881839	0.14527673047603912	0.028223184276300477	IU_PDA_T3	0.028223184276300477
CCDC50	8	1	0	-0.052106307960348076	0.1855349575638151	0.4660437305034918	0.5991349651037059	0.2281153915717128	0.32499345129826174	6.183422516571306e-06	IU_PDA_T3	6.183422516571306e-06
ANKZF1	8	1	1	-0.05215254612361914	1.3075555940445887	0.49591377877153064	0.6293620367639831	0.11730108379592916	0.13536470753725008	0.00010471604750675148	IU_PDA_T3	0.00010471604750675148
NOCT	8	1	0	-0.05218097658747174	0.5520856788518703	0.4909144836090925	0.5278433107244668	0.049511665762344004	0.04620109076353447	0.009580118896966642	IU_PDA_T3	0.009580118896966642
PSMD9	8	1	0	-0.0523142246004746	0.3766464671986085	0.49272428188454853	0.5615845866509388	0.08178694158075601	0.11286551421760688	2.8517571101913435e-06	IU_PDA_T3	2.8517571101913435e-06
TMEM248	8	1	0	-0.052325737805730056	0.27345434324667905	0.4734824088350692	0.5465773414698859	0.2168252709489823	0.24072340663514014	0.04702002231175427	IU_PDA_T3	0.04702002231175427
UFM1	8	1	0	-0.05272180679062874	1.2100272148983848	0.48733529415733856	0.5286007897836178	0.05097365406643757	0.08935776517581395	0.004277317617223404	IU_PDA_T3	0.004277317617223404
CDC34	8	1	0	-0.052800176475842536	1.9628161657734686	0.49294303060496836	0.5372516769865842	0.17219138250066085	0.17930047356679085	0.0042381302801494086	IU_PDA_T3	0.0042381302801494086
RALGPS1	8	1	0	-0.05325382062764459	0.4551481394506871	0.49000347257719146	0.5719551754644647	0.053418803418803416	0.08592249649381432	0.03485456348280162	IU_PDA_T3	0.03485456348280162
C1orf115	8	1	1	-0.05343652977010192	2.2604535932738647	0.4982184781998609	0.6063108227661457	0.07488687782805431	0.061001131669330966	0.04763165278500217	IU_PDA_T3	0.04763165278500217
COMMD9	8	1	0	-0.0535952482047518	0.3690943446615605	0.4913282408548868	0.5570628133294013	0.08328811720021703	0.1039257594404701	0.01115011723132725	IU_PDA_T3	0.01115011723132725
FAM229B	8	1	0	-0.0541585064015369	1.1372201326267248	0.4874114313764403	0.5426865231495134	0.05432585405296139	0.07733005015275399	0.00031355940239625546	IU_PDA_T3	0.00031355940239625546
SPCS3	8	1	0	-0.05445128486370971	1.3767819644887327	0.4796986918797917	0.5970947200849032	0.2860956912503304	0.32157954983452597	0.0003676682726241884	IU_PDA_T3	0.0003676682726241884
XYLT2	8	1	0	-0.05445199509696276	0.7876648341383444	0.48535444313779585	0.5809004226875062	0.08436426116838489	0.09802531033622357	0.013685662394753018	IU_PDA_T3	0.013685662394753018
TIMP2	8	1	1	-0.0545828044527621	0.6528167732926488	0.4684838824499361	0.7310282119335496	0.6050973654066438	0.7585386056516383	0.016343772780629293	IU_PDA_T3	0.016343772780629293
CCDC32	8	1	0	-0.05466444220623971	1.6495758843621926	0.5000962486662006	0.5401003707965734	0.10384615384615385	0.08750420863721081	0.012935403322190639	IU_PDA_T3	0.012935403322190639
NYNRIN	8	1	0	-0.05494239604458161	1.5894597646310291	0.49569388597916886	0.5153838592352306	0.08947368421052632	0.0895143292366397	0.029603032914840857	IU_PDA_T3	0.029603032914840857
CISD2	8	1	1	-0.05507887260866378	0.47773208719650173	0.48127194907813875	0.6100953504374325	0.0572436245252306	0.09730325422542396	0.0008164664626832424	IU_PDA_T3	0.0008164664626832424
MLLT10	8	1	0	-0.05518269443709591	0.9432147178213774	0.4920732870672997	0.5268788151706194	0.07641526496654005	0.12269288150042626	0.001444113484552253	IU_PDA_T3	0.001444113484552253
CSAD	8	1	1	-0.05535233259055381	0.6264348410386725	0.5013636229741517	0.6146416986139782	0.16443298969072165	0.1607832468021733	0.00869101830177336	IU_PDA_T3	0.00869101830177336
RBM7	8	1	1	-0.05539383006911292	4.193834703016377	0.49017879524132535	0.6273680021225789	0.05572755417956656	0.07005692691140425	0.015878395742153256	IU_PDA_T8	0.015878395742153256
TMEM219	8	1	1	-0.05541687985577168	1.1794966576153048	0.48048237755067635	0.6179593040401061	0.26244343891402716	0.2856028999711563	0.0001373155770329138	IU_PDA_T3	0.0001373155770329138
ERCC1	8	1	0	-0.05557788880583565	1.3278469049637727	0.5168584200554681	0.5511139157155399	0.2586726998491704	0.2679021270771893	2.5268719615561404e-05	IU_PDA_T3	2.5268719615561404e-05
MSL1	8	1	1	-0.055881666356247424	0.35265665468241053	0.4710910221806272	0.6110291949277499	0.19991914291489793	0.27596722117246775	6.665683162915815e-05	IU_PDA_T3	6.665683162915815e-05
ZNF428	8	1	0	-0.05621126873513772	0.7062600929503224	0.4897131038784207	0.5218576080179202	0.19192439862542957	0.2774137723410296	0.00020292853169121545	IU_PDA_T3	0.00020292853169121545
ZNF324	8	1	0	-0.05651279724858674	2.5037189116540977	0.49223027590943813	0.5265654182640322	0.053418803418803416	0.06263455790770175	0.0002736723595018089	IU_PDA_T3	0.0002736723595018089
PHTF1	8	1	0	-0.05719124203976624	1.1541103802277124	0.49560089452120204	0.593335299321734	0.07503373819163292	0.07280028625554173	0.005841277405295323	IU_PDA_T3	0.005841277405295323
ZSWIM1	8	1	0	-0.057339071155945415	1.5482737043197816	0.4978163590685417	0.5506242013172122	0.019515669515669513	0.030148567232356767	0.0017782880741477089	IU_PDA_T3	0.0017782880741477089
ROBO1	8	1	0	-0.05736348377803707	0.9234765010491096	0.5090464848781049	0.572683228818884	0.15330634278002697	0.1506609773900554	0.006140331652030721	IU_PDA_T12	0.006140331652030721
UBR4	8	1	0	-0.05740553149015871	0.3089104741505132	0.4856471755718371	0.5165634522756316	0.17458953799159985	0.22951742690471566	4.4327883833286454e-06	IU_PDA_T3	4.4327883833286454e-06
SART1	8	1	1	-0.057634693128349124	0.7900967131383798	0.47395656564010435	0.6347193551558046	0.16545381039013546	0.19368370359251474	0.004706548195920869	IU_PDA_T3	0.004706548195920869
CCDC8	8	1	1	-0.057708201388630594	1.6097632105384247	0.48880667459118843	0.7941118647399981	0.12894736842105264	0.14786478097399475	8.930416273392029e-06	IU_PDA_T3	8.930416273392029e-06
CNP	8	1	1	-0.05803441774229399	0.8244766760199458	0.49244869884324505	0.6874569940037354	0.16020354216230503	0.22338892901822782	5.294919194567118e-07	IU_PDA_T3	5.294919194567118e-07
WDR19	8	1	0	-0.058062575903623515	2.082617540000739	0.49397092805569154	0.5987417674235722	0.04487568223165555	0.05542673571613264	0.0067362890336774665	IU_PDA_T3	0.0067362890336774665
GHDC	8	1	0	-0.058225649775168406	1.6345113905253594	0.4975357515070282	0.5749005041124967	0.06387709723064483	0.05504097161252561	0.04315547392610549	IU_PDA_T3	0.04315547392610549
UPF1	8	1	0	-0.058235983201993476	1.196769816627162	0.468025399368023	0.5394339279774298	0.18920377867746288	0.2204015972945768	6.255859101508446e-08	IU_PDA_T3	6.255859101508446e-08
ANAPC13	8	1	1	-0.05840739720725724	0.6461604720855632	0.4941202520094985	0.6051472539135049	0.19793814432989693	0.25019484227194333	0.0009812346509703225	IU_PDA_T3	0.0009812346509703225
TAB1	8	1	0	-0.05867827018989331	1.5315699039992676	0.4939350093561658	0.564435269831908	0.08703703703703704	0.09322303932257545	0.03167138271251477	IU_PDA_T3	0.03167138271251477
C2orf74	8	1	1	-0.05870566884401983	1.3483602085282658	0.4917894995768328	0.6295340607490416	0.08006872852233678	0.09461395109475391	0.002179038808425073	IU_PDA_T3	0.002179038808425073
NARS	8	1	1	-0.05872345831975795	1.0081158622582147	0.48334755341452523	0.6775779022903765	0.17748130179907015	0.2003042570976154	0.0030927961991121483	IU_PDA_T3	0.0030927961991121483
HIBADH	8	1	1	-0.058758622548990114	0.5011692195740474	0.4987944281838781	0.6434680035387791	0.15625942684766214	0.15197041951039442	0.0064208966721739594	IU_PDA_T3	0.0064208966721739594
HSPB11	8	1	1	-0.058805479769133605	1.6098077206701928	0.4964485977425965	0.6512336577214194	0.13502024291497977	0.11191339168420886	0.0009306179127783027	IU_PDA_T3	0.0009306179127783027
SLC25A1	8	1	0	-0.058883318063558183	2.5470613067958623	0.4909523202429647	0.5626956752454232	0.11370527592480292	0.09440645216357332	0.0005478413498124085	IU_PDA_T3	0.0005478413498124085
SNX10	8	1	0	-0.05890325795192856	1.6654259121598585	0.4881888646338868	0.5201925963559106	0.04257350133638793	0.08412175287407067	0.0029060630885741497	IU_PDA_T3	0.0029060630885741497
SIPA1L1	8	1	1	-0.059043206164793124	0.2139915225177824	0.4911171085791358	0.6368327926865232	0.11044144858577848	0.13615055877400198	1.4294152179509718e-08	IU_PDA_T3	1.4294152179509718e-08
ATP5ME	8	1	1	-0.05960246567322039	0.6127768357195753	0.47246550719162295	0.6918313181952227	0.2844597174494082	0.4554271151726863	1.8252665698590735e-05	IU_PDA_T3	1.8252665698590735e-05
EXT2	8	1	1	-0.0596134497236497	1.198690005038082	0.4876612550325471	0.618229627445198	0.13777089783281732	0.1805516135404321	9.167134550420661e-05	IU_PDA_T3	9.167134550420661e-05
PCGF2	8	1	1	-0.059774925765946396	0.731257143832742	0.4692300847397907	0.7248599233264523	0.17010309278350516	0.2752656843884038	4.830575391475672e-08	IU_PDA_T3	4.830575391475672e-08
PPP6R2	8	1	0	-0.05979326931004369	0.2712728719144277	0.4788333861213769	0.5797699793571218	0.29347079037800683	0.2784079452631768	0.024489899613902587	IU_PDA_T3	0.024489899613902587
GRPEL2	8	1	0	-0.05987425377279344	1.9507091702847814	0.495874799527326	0.5362214661984197	0.054824213587100185	0.06934428257381653	0.001353938733995284	IU_PDA_T3	0.001353938733995284
CWF19L1	8	1	1	-0.06014943397230156	1.3281799427407313	0.4886980475910919	0.6149611717290868	0.09615384615384616	0.10783019951181988	0.045601475087383596	IU_PDA_T3	0.045601475087383596
TNFRSF10D	8	1	1	-0.060202650095363255	1.6096450694173894	0.49515439370533776	0.67408827287919	0.07300150829562593	0.08119086977314786	0.00027860608831423254	IU_PDA_T3	0.00027860608831423254
TIMM44	8	1	0	-0.06022072991703842	0.3226812795671082	0.4934966743798846	0.5465939250958419	0.10263157894736842	0.10098756563316486	0.04690148344064358	IU_PDA_T3	0.04690148344064358
CCDC14	8	1	0	-0.06050433096594124	1.9401787125067531	0.4956409219750333	0.525702370500439	0.14215686274509803	0.13655287068395944	0.021107027642831854	IU_PDA_T12	0.021107027642831854
CNOT2	8	1	0	-0.060588275742954736	1.2614863501920452	0.4793451271301914	0.5369594056778987	0.15084588950568334	0.20538955773189446	0.0035295614061121427	IU_PDA_T3	0.0035295614061121427
CBLN1	8	1	0	-0.060845024717757615	3.055607050685742	0.5	0.521482955315453	0.0	0.00228253421687165	0.00042920815869413486	IU_PDA_T12	0.00042920815869413486
PDLIM2	8	1	0	-0.06104011289083247	0.3982526608381544	0.4663616635143878	0.5786886857367541	0.17894736842105263	0.32756337524502444	1.3924301337380333e-19	IU_PDA_T3	1.3924301337380333e-19
MORC2	8	1	0	-0.0612221907508157	0.09519095969031652	0.48066220044758945	0.5400570136636194	0.0953996983408748	0.12893906339372557	0.0015149999348845387	IU_PDA_T3	0.0015149999348845387
LMAN1	8	1	0	-0.06123375940394475	0.7107394613365481	0.4908013650207744	0.5916642091811658	0.23123182659265135	0.26205454457547184	0.00011071367957045755	IU_PDA_T3	0.00011071367957045755
RBM19	8	1	0	-0.06131002639442789	0.8534186616338805	0.47950718952377996	0.593335299321734	0.08535476046088539	0.08524164049352986	0.0006066176018922457	IU_PDA_T3	0.0006066176018922457
PTMS	8	1	0	-0.061669787604088505	0.2860224432945166	0.4676386488401094	0.5815639437727318	0.6142159522517634	0.7581435967812363	0.04353076893826293	IU_PDA_T3	0.04353076893826293
PPP4R2	8	1	0	-0.06199860574703296	0.17146475854135562	0.4706817121113278	0.5302696502936671	0.2537800687285223	0.2957974004461653	0.005654392368078902	IU_PDA_T3	0.005654392368078902
NEU3	8	1	0	-0.062075069537112594	2.038632747622336	0.49936237979889025	0.5462990268357417	0.030090497737556562	0.031995521865305715	0.04596175213861278	IU_PDA_T3	0.04596175213861278
EPHB2	8	1	0	-0.06209623848953325	2.0192085453695094	0.5015384310727206	0.5761329008158852	0.0830634278002699	0.09817646919168738	0.0016667996514300176	IU_PDA_T3	0.0016667996514300176
ABR	8	1	1	-0.062118987130626885	1.7998601788252298	0.4701362182540639	0.6231361103741045	0.22533703409992067	0.3077377561531378	0.0008269441711690408	IU_PDA_T3	0.0008269441711690408
CSK	8	1	0	-0.06216348223883783	2.73765982680832	0.480468206365225	0.5664749827976014	0.25030399154110494	0.24420215668611966	0.002964074227545088	IU_PDA_T3	0.002964074227545088
SLC30A5	8	1	0	-0.062178740138018586	1.9988258810549284	0.4908089621494044	0.5805563747173892	0.07631578947368421	0.09722858432308981	0.009596285242349956	IU_PDA_T3	0.009596285242349956
MAPK1	8	1	1	-0.0622082474052303	0.5193918279542482	0.4856071809300737	0.6123070873881844	0.13612065673921342	0.17659718420541437	0.00014020692821684484	IU_PDA_T3	0.00014020692821684484
CYP17A1	8	1	1	-0.062238124962832805	1.5347200950970117	0.4998010082249934	0.6415464555250663	0.0	0.0016234737460916974	1.0758160124338689e-44	IU_PDA_T3	1.0758160124338689e-44
ZNF280D	8	1	1	-0.06251326684548081	1.3460163134310217	0.48898007783309594	0.7554801926668633	0.17894736842105263	0.18611174693971888	0.01585839193776887	IU_PDA_T3	0.01585839193776887
KRAS	8	1	0	-0.06270892507475703	2.1670259115597887	0.4866119964582353	0.5257772876443763	0.08576998050682261	0.09500080190715302	0.013880966858769841	IU_PDA_T3	0.013880966858769841
TLK1	8	1	1	-0.06288986756730282	1.0800940952853124	0.4837295472180692	0.6483829745404502	0.20294117647058824	0.2934203002515959	0.001912165099738888	IU_PDA_T3	0.001912165099738888
CNPY2	8	1	0	-0.06322940459535188	0.216194870339402	0.49226348130658487	0.5067300956823623	0.19278350515463918	0.26486651560841856	7.115039456964429e-06	IU_PDA_T3	7.115039456964429e-06
ARHGDIA	8	1	0	-0.0633303411364678	0.454087773672806	0.4697154621986145	0.5735279661849995	0.5646048109965636	0.6323258886998684	0.04525276907901853	IU_PDA_T3	0.04525276907901853
RTL8A	8	1	1	-0.06358731603416122	1.2683222667644651	0.48041000309587656	0.6371031160916151	0.10968807824477927	0.17252690941062018	0.0006706280967385205	IU_PDA_T3	0.0006706280967385205
SDHA	8	1	0	-0.06389679244065258	0.46868891407867797	0.4764887110672284	0.5224614174776369	0.27005022468939993	0.3428207539317133	0.008655219624244514	IU_PDA_T3	0.008655219624244514
WASHC5	8	1	0	-0.06418334073705668	0.7601993977655427	0.4697203212552792	0.5739211638651331	0.10756013745704468	0.1718522882753526	5.329878717671426e-05	IU_PDA_T3	5.329878717671426e-05
FAM53A	8	1	1	-0.06426996795326921	2.8444565720577155	0.4952136785560127	0.6466627346898653	0.01627015596087761	0.014785090645154715	0.021797985253372586	IU_PDA_T6	0.021797985253372586
FAM174C	8	1	0	-0.06434939201596988	0.6657609989121391	0.47744865885567345	0.5946139559564871	0.1344832143801216	0.12525624554835443	0.009931874650821898	IU_PDA_T3	0.009931874650821898
ZBED8	8	1	1	-0.0647401509038296	1.6756015132988022	0.4977988736617933	0.6985156787574953	0.04136302294197031	0.041401945189528624	0.030171708937617153	IU_PDA_T3	0.030171708937617153
CYB5R3	8	1	1	-0.06475151694768808	0.3026924657994592	0.45693063872307693	0.6235869458370196	0.4147675890757822	0.5691762910507944	0.023488961758186624	IU_PDA_T3	0.023488961758186624
ATP6V1B2	8	1	0	-0.0648032774848621	0.9674308039429041	0.4706391796991982	0.5731593433598742	0.29303462860163887	0.2783842533056722	0.00040063219361641993	IU_PDA_T3	0.00040063219361641993
DICER1	8	1	0	-0.06557652343361345	1.646947441663626	0.48331303989430174	0.5124285441486282	0.09871794871794873	0.1251757725635941	0.04318310660112569	IU_PDA_T3	0.04318310660112569
ZNF880	8	1	0	-0.06593863659970747	1.994336736809337	0.49241676153525243	0.5471993138132378	0.07676369516878917	0.10454158956729387	0.015492891252718768	IU_PDA_T3	0.015492891252718768
FBXL17	8	1	0	-0.06601747655963798	0.6947072273335635	0.47836366683618664	0.5734788164749828	0.10503707722915537	0.1592406781473661	0.001621343530514124	IU_PDA_T3	0.001621343530514124
HIF1AN	8	1	0	-0.06612138375471639	1.3500247386264728	0.4893502723319644	0.5312284425577076	0.10779260157671317	0.1321463894452835	0.02068986693488182	IU_PDA_T3	0.02068986693488182
RASGRP1	8	1	0	-0.06640429728664793	2.286154187606715	0.5022675972194466	0.5176181647700635	0.06111111111111111	0.07018704199047182	0.0004469356483951965	IU_PDA_T9	0.0004469356483951965
TBL1XR1	8	1	1	-0.06666889365678667	0.8677064213663205	0.494400016916684	0.6278875454634818	0.34685434840074014	0.38415723588098294	2.1977746755649694e-07	IU_PDA_T3	2.1977746755649694e-07
C5orf22	8	1	0	-0.06676319969281044	0.30315739245858153	0.4918353313022952	0.5657734146988591	0.06274509803921569	0.06793790648151479	0.029415838530090173	IU_PDA_T3	0.029415838530090173
UBXN4	8	1	0	-0.06680783095003452	0.7130038894603667	0.4926765394205742	0.5856187948491104	0.2529411764705882	0.3114021676255033	0.00036872659131882566	IU_PDA_T3	0.00036872659131882566
HINT2	8	1	0	-0.06681307170991894	0.6206627182605204	0.48476474085210025	0.5034647330054115	0.04102167182662539	0.06790691917177846	0.022117188591771763	IU_PDA_T3	0.022117188591771763
CDC25B	8	1	0	-0.0671753339943396	0.41607460622765163	0.48617356675762846	0.5548019266686327	0.19366904573090138	0.2195504749318155	0.026239325876693476	IU_PDA_T3	0.026239325876693476
ANKRD39	8	1	0	-0.06735673527225257	1.3533203591896126	0.4953123003452319	0.519739984080658	0.08139043087496695	0.09042686498195796	0.01327198704538741	IU_PDA_T3	0.01327198704538741
TFIP11	8	1	1	-0.06745936409127862	2.455368481564008	0.49992535122734283	0.6043512868134784	0.11294724075197089	0.09803633570296767	0.01920043358874603	IU_PDA_T3	0.01920043358874603
CAMK1D	8	1	0	-0.06750909920839886	1.56603335052287	0.4897702379943229	0.5341344736066057	0.08323787705231003	0.09656829081448137	2.50177113836336e-06	IU_PDA_T3	2.50177113836336e-06
