gene	n_sections_tested	n_sections_delta_gt_0	n_sections_delta_lt_0	mean_delta	median_delta	wilcox_p	wilcox_fdr
CC2D2B	10	2	8	-0.0073450656718564	-0.00947396752678405	0.22127181567247	0.690320734028443
KLHDC2	10	4	6	-0.00734636758935225	-0.00880192524101022	0.540817904242618	0.885858208708872
ZNF219	10	3	7	-0.00734976362492407	-0.0272050554411809	0.414823067184775	0.801438715296161
ZNF625	10	4	6	-0.0073513348373839	-0.00848474467515035	0.358951435852626	0.801438715296161
DOCK2	10	4	6	-0.00735271848956397	-0.0140381512958539	0.308063229907199	0.77534119209603
RUSC2	10	4	6	-0.00735510179296696	-0.00307739272385574	0.759765825978067	0.972318037896177
CLEC12A	10	1	9	-0.00735518253641188	-0.0055564173750717	0.0414910873877316	0.522805623801352
RNF185	10	4	6	-0.00736126042622438	-0.00952525659588449	0.414823067184775	0.801438715296161
LIN9	10	2	8	-0.00736240000951732	-0.00943690007095909	0.102917539402853	0.563775516315722
FBLN7	10	1	9	-0.00736298938511999	-0.00935105079398909	0.0190588916017305	0.476904740941323
LRP11	10	3	7	-0.00736491124976123	-0.0160794778245159	0.358951435852626	0.801438715296161
BBS9	10	3	7	-0.00736566880724934	-0.00920769721759324	0.0323129112432441	0.513958086545659
DAAM2	10	2	8	-0.00736796500701427	-0.0103655877497234	0.102917539402853	0.563775516315722
ORM1	10	0	5	-0.00737118178793426	-0.000248869990687284	0.0590582290905367	0.559405962996023
ERMARD	10	3	7	-0.00737260271670593	-0.0156659351216306	0.414823067184775	0.801438715296161
TNFRSF1B	10	4	6	-0.00737980365526858	-0.00564017672465377	0.610298655976554	0.906590313775391
NTNG2	10	2	8	-0.00738195903164071	-0.00853042868091331	0.102917539402853	0.563775516315722
ASAP1	10	4	6	-0.0073834036171295	-0.00339901624191308	0.610298655976554	0.906590313775391
UBXN1	10	4	6	-0.0073839812066144	-0.0126445006878438	0.610298655976554	0.906590313775391
POLL	10	4	6	-0.00738407404059204	-0.00591190585432856	0.475532659596901	0.847532852165475
ZNF154	10	3	7	-0.00738527897660898	-0.0125169176468964	0.414823067184775	0.801438715296161
IL34	10	2	8	-0.00738612909123801	-0.00834958338048445	0.0831311427008039	0.563775516315722
GNG10	10	3	7	-0.00738659080163731	-0.00965955913108317	0.102917539402853	0.563775516315722
RBBP9	10	3	7	-0.00738858238557104	-0.0138514205419618	0.610298655976554	0.906590313775391
XRCC2	10	2	8	-0.0073931498988714	-0.00977567435244743	0.0831311427008039	0.563775516315722
CDCA4	10	3	7	-0.00739520765410609	-0.00681161525666343	0.358951435852626	0.801438715296161
MAMDC4	10	4	6	-0.00739622192685237	-0.0102950020574967	0.22127181567247	0.690320734028443
SCGN	10	0	8	-0.00739890419049949	-0.00468545243373501	0.0142661867014469	0.435522904444153
CEP250	10	4	6	-0.00740217012097655	-0.00297388919900326	0.475532659596901	0.847532852165475
PTTG1	10	3	7	-0.00740337529021539	-0.00817024678518652	0.262192602406773	0.745071428368784
GTPBP3	10	4	6	-0.00740553714185809	-0.00386134107685685	0.475532659596901	0.847532852165475
ZNF707	10	4	6	-0.00740831357693174	-0.00953551895481555	0.414823067184775	0.801438715296161
CXCL2	10	2	8	-0.00741199497982559	-0.0213318259660379	0.185143724157873	0.639760209321045
PAAF1	10	2	8	-0.00741378886894949	-0.00631071877867604	0.262192602406773	0.745071428368784
PPWD1	10	5	5	-0.007416925951854	-0.00571744859301748	0.683480902201426	0.943844307269161
LYRM9	10	2	8	-0.00741796292289121	-0.0102472146578632	0.153576396549984	0.639760209321045
CAPS	10	4	6	-0.00742006422079883	-0.00689256474644101	0.838463781922464	1
ABR	10	5	5	-0.0074204018333043	-0.000241341475412701	0.918812683274642	1
C8orf88	10	3	7	-0.00742126719048819	-0.0102265101135986	0.475532659596901	0.847532852165475
ZFPM2	10	2	8	-0.00742155134631626	-0.0086375742989638	0.22127181567247	0.690320734028443
PTPN6	10	4	6	-0.00742491923935551	-0.0068738397680351	0.610298655976554	0.906590313775391
ZNF473	10	4	6	-0.00742558037693301	-0.0125560538757337	0.308063229907199	0.77534119209603
GID4	10	1	9	-0.00742846459172098	-0.00842031527942771	0.0665457213437161	0.559405962996023
LRP4	10	1	9	-0.00743000102140831	-0.00902592590306092	0.0249324556028631	0.476904740941323
IQCC	10	2	8	-0.0074331961462642	-0.00787606230267512	0.0831311427008039	0.563775516315722
RNF25	10	4	6	-0.00743701108741946	-0.0126728957576918	0.358951435852626	0.801438715296161
HPS6	10	2	8	-0.00743813449187331	-0.0189799775063993	0.358951435852626	0.801438715296161
ARVCF	10	4	6	-0.00744195764294766	-0.00403007673447994	0.475532659596901	0.847532852165475
SYNGAP1	10	5	5	-0.007443664886954	0.00179622635314304	0.838463781922464	1
CORO1A	10	5	5	-0.00744591570585836	-0.004806160653814	0.838463781922464	1
PTPRD	10	3	7	-0.00745049448209813	-0.00946027071676493	0.475532659596901	0.847532852165475
LOXL3	10	2	8	-0.00745797695736266	-0.0133113890954023	0.185143724157873	0.639760209321045
CAPG	10	4	6	-0.00746040543507686	-0.0192872270989671	0.683480902201426	0.943844307269161
LRTOMT	10	2	8	-0.00746520485122115	-0.00976263800244636	0.22127181567247	0.690320734028443
SYT11	10	3	7	-0.00747053760353532	-0.0117369164065813	0.540817904242618	0.885858208708872
SGTB	10	2	8	-0.00747184038353152	-0.0110236779925145	0.153576396549984	0.639760209321045
TIMM44	10	5	5	-0.00747287427722913	-0.000961044795316498	0.540817904242618	0.885858208708872
TTC13	10	5	5	-0.00747367726609169	-0.0031629547578157	0.610298655976554	0.906590313775391
MBOAT2	10	5	5	-0.00747664773031236	-0.0032808178989217	0.918812683274642	1
ZNF248	10	5	5	-0.00747870323280044	0.00156958915973398	0.475532659596901	0.847532852165475
DCTN3	10	5	5	-0.0074788168221638	0.00551386680225968	0.683480902201426	0.943844307269161
MAVS	10	3	7	-0.00747937575615677	-0.0269586292708552	0.759765825978067	0.972318037896177
C1orf52	10	2	8	-0.00748052790937405	-0.0145595043132548	0.308063229907199	0.77534119209603
APOL3	10	3	7	-0.00749031948912635	-0.00622490919416211	0.22127181567247	0.690320734028443
CHKB	10	3	7	-0.00749477411860068	-0.0198323779960186	0.475532659596901	0.847532852165475
GATB	10	2	8	-0.0074956635347485	-0.0106732883836181	0.102917539402853	0.563775516315722
EIPR1	10	5	5	-0.00750067465296002	0.00212950658372298	0.759765825978067	0.972318037896177
SAAL1	10	1	9	-0.00750141511043582	-0.0129146469723691	0.0831311427008039	0.563775516315722
FAM217B	10	4	6	-0.007506103237966	-0.0141520842792049	0.22127181567247	0.690320734028443
MCF2L2	10	2	8	-0.00750941400098361	-0.00825787356128595	0.0665457213437161	0.559405962996023
RAB9B	10	1	9	-0.00751207187602158	-0.00930286913495427	0.0665457213437161	0.559405962996023
BTBD6	10	4	6	-0.00751740534810285	-0.010130245798781	0.838463781922464	1
HLF	10	1	9	-0.00752094101829303	-0.00586006266881006	0.0108269212771313	0.435522904444153
E4F1	10	6	4	-0.00752968461719984	0.00403668084737363	0.683480902201426	0.943844307269161
LDB3	10	0	9	-0.00752989816374484	-0.00541944917831753	0.00915168885265007	0.435522904444153
MTHFD1L	10	4	6	-0.00753257701030729	-0.0102533663986753	0.540817904242618	0.885858208708872
SBF2	10	2	8	-0.00753584601958479	-0.00968081731537727	0.262192602406773	0.745071428368784
RANBP3	10	5	5	-0.00753771627222502	-0.00426262007143371	0.475532659596901	0.847532852165475
DACH1	10	3	7	-0.00753968830428387	-0.010979055628739	0.22127181567247	0.690320734028443
P2RY6	10	2	8	-0.00754296026624582	-0.0106461975048943	0.262192602406773	0.745071428368784
CEP83	10	5	5	-0.00754370262301503	-0.00320396730865234	0.358951435852626	0.801438715296161
MAGOHB	10	4	6	-0.00754701837081477	-0.00777136677719899	0.358951435852626	0.801438715296161
GFM1	10	4	6	-0.00754989462235646	-0.0130579049015965	0.475532659596901	0.847532852165475
DHRS9	10	3	7	-0.00755168380016763	-0.0180713129108612	0.308063229907199	0.77534119209603
SUDS3	10	3	7	-0.00755347198026827	-0.0125862836044775	0.358951435852626	0.801438715296161
PAG1	10	2	8	-0.00755429547389844	-0.00980364029579219	0.22127181567247	0.690320734028443
CLEC2B	10	3	7	-0.00755744533780114	-0.0235652237538825	0.540817904242618	0.885858208708872
ZNF470	10	2	8	-0.00756137154522941	-0.00906059247155253	0.0527870006322246	0.559405962996023
PGM1	10	7	3	-0.00756507112025439	0.0169671316938721	0.838463781922464	1
CYP7B1	10	4	6	-0.00756973763540504	-0.00841799088112363	0.540817904242618	0.885858208708872
PDXP	10	1	9	-0.00757090412934741	-0.008382264072564	0.0831311427008039	0.563775516315722
KLHL8	10	3	7	-0.00757798395327784	-0.00769299770443403	0.308063229907199	0.77534119209603
KRTDAP	10	0	6	-0.00758067944080853	-0.00160856484614207	0.0360316862182336	0.513958086545659
USP49	10	3	7	-0.00758221448504006	-0.00626459241830491	0.126278928554698	0.5991146130562
SLC6A17	10	1	8	-0.00758948024815665	-0.00357657124557934	0.0755605675259413	0.563775516315722
RASGRP2	10	5	5	-0.00759086808092447	-0.00189618652731119	0.540817904242618	0.885858208708872
FANCC	10	4	6	-0.00759761112984108	-0.00580901346556991	0.308063229907199	0.77534119209603
BPGM	10	4	6	-0.0076018921472989	-0.00910232926663021	0.308063229907199	0.77534119209603
FGF12	10	1	9	-0.00760591000065332	-0.00528155360540796	0.0527870006322246	0.559405962996023
PPP1R3E	10	2	8	-0.00760621433177032	-0.016528765407316	0.308063229907199	0.77534119209603
EGFLAM	10	3	7	-0.00760960419585661	-0.00799181287929394	0.185143724157873	0.639760209321045
CALHM6	10	4	6	-0.00760977860915266	-0.00758802429664208	0.540817904242618	0.885858208708872
BATF3	10	0	10	-0.00761421638174738	-0.00880429178274688	0.00592153702414871	0.435522904444153
LRRC56	10	4	6	-0.00761500675153382	-0.0116084447983932	0.358951435852626	0.801438715296161
IQCG	10	4	6	-0.00762320578351161	-0.00890285487162282	0.414823067184775	0.801438715296161
TIMMDC1	10	5	5	-0.00762339422767702	0.00393505691510974	0.838463781922464	1
CCDC171	10	3	7	-0.00763478498416938	-0.00585387608217998	0.102917539402853	0.563775516315722
ZNF740	10	4	6	-0.00763633205737353	-0.032344401402508	0.683480902201426	0.943844307269161
PPP1R13L	10	5	5	-0.00763773915581408	-0.00288956840600862	0.759765825978067	0.972318037896177
PCDHB14	10	2	8	-0.00763869776644088	-0.0127623430770981	0.126278928554698	0.5991146130562
DEAF1	10	4	6	-0.0076435600708214	-0.0148467472112384	0.759765825978067	0.972318037896177
SLC39A4	10	3	7	-0.00764796417685759	-0.00479900037130351	0.414823067184775	0.801438715296161
TRO	10	1	9	-0.00765192055343997	-0.00811617161210284	0.0665457213437161	0.559405962996023
TGFB2	10	5	5	-0.00766089887791137	-0.000449663177702959	0.759765825978067	0.972318037896177
MAST4	10	4	6	-0.00766867812253553	-0.0154974060764984	0.610298655976554	0.906590313775391
PEX26	10	4	6	-0.00767430938813531	-0.0205802832162722	0.610298655976554	0.906590313775391
PTGS2	10	3	7	-0.00767799230592144	-0.0106992747002543	0.262192602406773	0.745071428368784
NDUFAB1	10	4	6	-0.00767913989988794	-0.0132693682498058	0.838463781922464	1
FOXP3	10	1	9	-0.00768513823793962	-0.0106037105650568	0.0831311427008039	0.563775516315722
LRIF1	10	1	9	-0.00769671613471133	-0.0106437130758034	0.0831311427008039	0.563775516315722
NDUFA9	10	3	7	-0.00770032226562784	-0.0081174910233124	0.358951435852626	0.801438715296161
FBXL19	10	3	7	-0.00770142504785182	-0.0147889804694633	0.414823067184775	0.801438715296161
AMIGO1	10	1	9	-0.00770277235206538	-0.00692385369509301	0.00804523748656169	0.435522904444153
POU2F1	10	4	6	-0.00770928875105623	-0.0144347383673781	0.475532659596901	0.847532852165475
RHOV	10	3	7	-0.00771111419148418	-0.00683494324092435	0.414823067184775	0.801438715296161
HR	10	1	9	-0.00771299211424482	-0.0102183915251988	0.0831311427008039	0.563775516315722
KCTD1	10	4	6	-0.00771683189271287	-0.0189695159680589	0.683480902201426	0.943844307269161
DHFR2	10	2	8	-0.00771718987408114	-0.00960565696069736	0.153576396549984	0.639760209321045
LOX	10	5	5	-0.00771899326055263	-6.80814708764743e-05	0.918812683274642	1
INSYN1	10	2	8	-0.00771971564588448	-0.0071031895763361	0.0414910873877316	0.522805623801352
C8orf58	10	5	5	-0.00772289312280195	-0.00664704757445555	0.475532659596901	0.847532852165475
LEPR	10	2	8	-0.00772368852330264	-0.00872131785340468	0.0831311427008039	0.563775516315722
KLF7	10	5	5	-0.00772681746250302	0.00231425998760637	0.683480902201426	0.943844307269161
MYL5	10	4	6	-0.00772768082900629	-0.0049210701265147	0.358951435852626	0.801438715296161
NKAIN4	10	1	9	-0.00772819113592572	-0.00863788843895694	0.0831311427008039	0.563775516315722
PLGRKT	10	5	5	-0.00773169993399261	-0.000601119055441831	0.414823067184775	0.801438715296161
ZNF366	10	1	9	-0.00774084622970223	-0.00792623901682311	0.0665457213437161	0.559405962996023
POU2F2	10	3	7	-0.0077464326702596	-0.0132786166081998	0.153576396549984	0.639760209321045
HSD17B1	10	0	10	-0.00775126443675623	-0.0067072720582614	0.00592153702414871	0.435522904444153
ROBO4	10	4	6	-0.00775310463722339	-0.0167263239031556	0.918812683274642	1
CARM1	10	5	5	-0.00775498390425896	-0.017967285455862	0.540817904242618	0.885858208708872
ZNF727	10	2	8	-0.00775767198068637	-0.00668167119506714	0.0323129112432441	0.513958086545659
DAP3	10	4	6	-0.00776170960240687	-0.0150822558547738	0.414823067184775	0.801438715296161
AGPAT3	10	5	5	-0.00776255422226078	-0.00110349258316468	0.838463781922464	1
QRSL1	10	2	8	-0.0077626242772322	-0.0171250111267984	0.102917539402853	0.563775516315722
TTPAL	10	3	7	-0.00776984745151562	-0.0070181805609924	0.22127181567247	0.690320734028443
SPECC1L	10	6	4	-0.00777502435588608	0.00262892267708037	0.759765825978067	0.972318037896177
LYPD1	10	1	9	-0.00777539087748645	-0.00917722171990661	0.0144328239388418	0.435522904444153
CBLL1	10	4	6	-0.00777795030515387	-0.0062138621805809	0.358951435852626	0.801438715296161
ZFC3H1	10	6	4	-0.00777929733934764	0.0113432304541046	0.838463781922464	1
G6PC2	10	1	8	-0.0077842223081157	-0.00251751346207394	0.0972010883062347	0.563775516315722
ALMS1	10	4	6	-0.00778543784660826	-0.00639815748134756	0.262192602406773	0.745071428368784
AUP1	10	6	4	-0.00778553766566808	0.000981267648639518	0.838463781922464	1
MCUB	10	3	7	-0.00779082284219566	-0.00910624024008711	0.308063229907199	0.77534119209603
CD274	10	1	9	-0.00779370115060579	-0.0111210747835517	0.0831311427008039	0.563775516315722
EXOSC7	10	5	5	-0.00779658931406599	-0.00110437176621349	0.610298655976554	0.906590313775391
KLHL35	10	0	10	-0.0078001486904996	-0.00765025879888803	0.00592153702414871	0.435522904444153
BUD23	10	4	6	-0.00780288804917443	-0.0258574489348988	0.308063229907199	0.77534119209603
COQ4	10	6	4	-0.00780299859709246	0.00815226009005299	0.838463781922464	1
ATPAF2	10	4	6	-0.00781031502565162	-0.00777051198983616	0.358951435852626	0.801438715296161
PACC1	10	2	8	-0.00781037619693114	-0.00688143377835188	0.0831311427008039	0.563775516315722
STMN2	10	6	4	-0.00781274804079401	0.00469466559309583	0.759765825978067	0.972318037896177
BRD1	10	5	5	-0.00781331754455137	-0.00525082547173989	0.838463781922464	1
TNFAIP3	10	4	6	-0.00781532130273198	-0.0290990049491619	0.610298655976554	0.906590313775391
TPCN1	10	2	8	-0.00781790405138267	-0.0130527164242093	0.22127181567247	0.690320734028443
ZNF140	10	3	7	-0.00782885147179033	-0.0148063761615308	0.185143724157873	0.639760209321045
RNPEP	10	4	6	-0.00783720103195122	-0.0131106705429223	0.759765825978067	0.972318037896177
NREP	10	4	6	-0.00784231836278724	-0.00814897439699896	0.610298655976554	0.906590313775391
YLPM1	10	4	6	-0.00784237457287037	-0.0133916581187818	0.358951435852626	0.801438715296161
RUNX1	10	4	6	-0.00784814205074411	-0.00869936857011153	0.918812683274642	1
EMID1	10	4	6	-0.00784836642925294	-0.0104710528468267	0.153576396549984	0.639760209321045
ACTR1A	10	3	7	-0.00784994435701023	-0.0305957991992633	0.308063229907199	0.77534119209603
NUMBL	10	4	6	-0.00785119614536871	-0.00541994580979599	0.540817904242618	0.885858208708872
CACNA2D4	10	2	8	-0.00785359119404913	-0.006937282106963	0.0665457213437161	0.559405962996023
SAPCD1	10	3	7	-0.00785692681872801	-0.0248606255623068	0.759765825978067	0.972318037896177
AKAP11	10	3	7	-0.0078639613258117	-0.0306056990873879	0.358951435852626	0.801438715296161
COX18	10	3	7	-0.00786560279146708	-0.0107057989690032	0.308063229907199	0.77534119209603
FXR2	10	5	5	-0.00786619060879763	-0.0157848213194425	0.475532659596901	0.847532852165475
ZNF180	10	3	7	-0.00786827632027065	-0.018774663582335	0.22127181567247	0.690320734028443
TMEM254	10	3	7	-0.00787492104411526	-0.0125607758865156	0.358951435852626	0.801438715296161
MAFK	10	4	6	-0.00787810718701502	-0.0253460909720753	0.683480902201426	0.943844307269161
SLAMF6	10	3	7	-0.00787888286531262	-0.00747244563276257	0.308063229907199	0.77534119209603
ATPAF1	10	4	6	-0.00788626157906388	-0.0136421616887016	0.610298655976554	0.906590313775391
CYFIP2	10	2	8	-0.00790034511738537	-0.0114056264396967	0.102917539402853	0.563775516315722
GNA12	10	5	5	-0.00790603911319824	-0.00184381632418866	0.475532659596901	0.847532852165475
RBP7	10	2	8	-0.0079071954873923	-0.0086295427815932	0.22127181567247	0.690320734028443
SCAPER	10	4	6	-0.00791174724801921	-0.00964618780397893	0.262192602406773	0.745071428368784
USP22	10	7	3	-0.0079124317918035	0.0158364808158661	0.838463781922464	1
KCNIP3	10	1	9	-0.00791282452029283	-0.0100395640375046	0.0831311427008039	0.563775516315722
ZNF329	10	2	8	-0.0079130189796637	-0.013708657349175	0.308063229907199	0.77534119209603
HACD4	10	5	5	-0.00791854809984491	-0.00287599264101366	0.414823067184775	0.801438715296161
SIRT3	10	3	7	-0.00792052808581145	-0.00902669415702606	0.22127181567247	0.690320734028443
DPH5	10	3	7	-0.00792264802922728	-0.0102538044514713	0.308063229907199	0.77534119209603
PRMT3	10	2	8	-0.00792534028190039	-0.0108820928877788	0.185143724157873	0.639760209321045
ZDHHC21	10	3	7	-0.00792744129376776	-0.00728304316594836	0.102917539402853	0.563775516315722
VASH2	10	3	7	-0.00792873037635087	-0.00843254494213726	0.153576396549984	0.639760209321045
GCLC	10	3	7	-0.00793177949865866	-0.0135585070448912	0.262192602406773	0.745071428368784
USP24	10	4	6	-0.00793978528183228	-0.0102014279327674	0.414823067184775	0.801438715296161
FAM107A	10	1	9	-0.00794564821090831	-0.00557024500197217	0.00804523748656169	0.435522904444153
ZNF609	10	5	5	-0.00795229764370397	-0.00180709866414101	0.540817904242618	0.885858208708872
CRBN	10	4	6	-0.00795288925624837	-0.00900809229943918	0.475532659596901	0.847532852165475
CFAP45	10	1	9	-0.00795576260964375	-0.010321647095877	0.0665457213437161	0.559405962996023
HRH2	10	2	8	-0.00795811094604484	-0.00700645790953718	0.0831311427008039	0.563775516315722
KANK4	10	3	7	-0.0079608492196077	-0.00651932798489672	0.414823067184775	0.801438715296161
CIP2A	10	2	8	-0.0079639968147742	-0.00729694889024835	0.153576396549984	0.639760209321045
SYNM	10	3	7	-0.00796779131879961	-0.0155948273136433	0.358951435852626	0.801438715296161
GNA14	10	2	8	-0.00797264907495176	-0.00845238716088531	0.185143724157873	0.639760209321045
NEDD8	10	3	7	-0.00797267400765583	-0.0218815900569363	0.683480902201426	0.943844307269161
ACACB	10	3	7	-0.00797509683110645	-0.0229273631901688	0.475532659596901	0.847532852165475
PAMR1	10	2	8	-0.00797901074838264	-0.00839767333747053	0.0665457213437161	0.559405962996023
SAMD1	10	3	7	-0.00798031296360992	-0.00984693866014264	0.308063229907199	0.77534119209603
